Ticker,CIK Code
GNNDY,1380366
GBDC,1476765
IOSP,1054905
KLIC,56978
OSTIY,1570187
LXP,910108
SITC,894315
SHAK,1620533
SITM,1451809
AVA,104918
CSTM,1563411
HUBG,940942
MODG,837465
SXT,310142
TAC,1144800
ITGR,1114483
NEP,1603145
MGRC,752714
SKYE,1516551
VICR,751978
CATY,861842
FROG,1800667
PIPR,1230245
GSAT,1366868
LOMA,1711375
VET,1293135
NTLA,1652130
CAMT,1109138
NOMD,1651717
KFY,56679
SVV,1883313
HTGC,1280784
PINC,1577916
ALVO,1898416
OI,812074
GPOR,874499
MAC,912242
FBP,1057706
CALX,1406666
AYX,1689923
ASB,7789
ICFI,1362004
NABL,1834488
WERN,793074
GMS,1600438
SPR,1364885
DORM,868780
OR,1627272
THS,1320695
PSEC,1287032
ROG,84748
VRTV,1599489
FIBK,860413
GLPG,1421876
EVTC,1559865
IFS,1615903
ENR,1632790
ACVA,1637873
IONQ,1824920
RVMD,1628171
DEI,1364250
IMCR,1671927
PRTA,1559053
INSW,1679049
APAM,1517302
ACIW,935036
NAD,1083839
JWN,72333
XPRO,1575828
CVCO,278166
PSMT,1041803
LAUR,912766
FHB,36377
BHVN,1935979
AMPH,1297184
ARCB,894405
UEC,1334933
WD,1497770
GTBIF,1795139
BATRA,1958140
CALM,16160
HPK,1792849
PRGS,876167
EXPI,1495932
KTOS,1069258
BOOT,1610250
SOVO,1856608
NMIH,1547903
STRL,874238
REZI,1740332
BVN,1013131
BBAR,913059
CRGY,1866175
CENT,887733
MOD,67347
PAYO,1845815
DNUT,1857154
NVEI,1765159
NHI,877860
EXG,1379438
CRDO,1807794
GDRX,1809519
AX,1299709
MHO,799292
CERT,1827090
CTRE,1590717
ESRT,1541401
LSPD,1823306
MRCY,1049521
RXO,1929561
VYX,70866
NS,1110805
RUN,1469367
MGPI,835011
CSQ,1275214
PZZA,901491
PRMW,884713
GFF,50725
ENV,1337619
TRIP,1526520
NVG,1090116
WSFS,828944
TR,98677
TDS,1051512
XENE,1582313
LFST,1845257
CVBF,354647
EGO,918608
NAVI,1593538
STAA,718937
LGIH,1580670
CCU,888746
IDCC,1405495
RIOT,1167419
MNR,1980088
UPST,1647639
BB,1070235
MYRG,700923
CARG,1494259
RNW,1848763
ROAD,1718227
AUB,883948
AGYS,78749
IIPR,1677576
AIR,1750
EQC,803649
BLMN,1546417
SLG,1040971
INDB,776901
AROC,1389050
MARA,1507605
TGH,1413159
GDS,1526125
ESBA,1553079
HIW,921082
EVEX,1823652
AY,1601072
VSTS,1967649
FULT,700564
AESI,1984060
AQPW,1317833
EBC,1810546
RKLB,1819994
HASI,1561894
CBU,723188
ADX,2230
XRX,1770450
JAMF,1721947
PAX,1825570
DOCN,1582961
PARR,821483
ARCO,1508478
ALG,897077
MWA,1350593
MTRN,1104657
ITCL,1276671
NHNKY,1543726
LDDD,1892316
CRNX,1658247
SHO,1295810
DQ,1477641
NZF,1137887
FL,850209
FSLY,1517413
FA,1210677
KNTK,1692787
TALO,1724965
STRA,1013934
AMBA,1280263
LRN,1157408
RES,742278
VCTR,1570827
OSIS,1039065
BOH,46195
CCS,1576940
PD,1568100
LZ,1286139
RDNT,790526
PRFT,1085869
DEA,1622194
FCPT,1650132
CRCT,1828962
AMC,1411579
IAS,1842718
FWRD,912728
DKL,1552797
EVCM,1853145
DRVN,1804745
CNK,1385280
NEO,1077183
TCN,1584425
RAMP,733269
HURN,1289848
SJW,766829
DVAX,1029142
ROCK,912562
FSR,1720990
QTWO,1410384
CMRF,1498547
AVDX,1858257
PAY,1841156
PACB,1299130
GETY,1898496
SIMO,1329394
KMT,55242
GTX,1735707
KW,1408100
PPBI,1028918
INTR,1864163
GNL,1526113
CAAP,1717393
DAN,26780
SFNC,90498
SNEX,913760
SAVE,1498710
FUN,811532
AKO-A,925261
UE,1611547
ATGE,730464
DFH,1825088
UTF,1275617
UTG,1263994
SBLK,1386716
SGHC,1878057
EPC,1096752
ALTB,1642365
PTY,1190935
CBAY,1042074
GRBK,1373670
FFBC,708955
SLVM,1856485
TIXT,1825155
PGTI,1354327
DHT,1331284
HTH,1265131
PTON,1639825
DOOR,893691
LGF-A,929351
AMK,1591587
BOWL,1840572
NWLI,1635984
PROK,1850270
PTCT,1070081
ZETA,1851003
ETY,1340736
WGO,107687
TRN,99780
BKE,885245
TBBK,1295401
ALKT,1529274
CCYC,1681769
HLIO,1024795
MLKN,66382
ATRC,1323885
WMK,105418
INMD,1742692
THRM,903129
OMCL,926326
MCW,1853513
WLY,107140
TSLX,1508655
SXI,310354
HMNTY,1915760
SDGR,1490978
GDV,1260729
FIHL,1636639
DK,1694426
MTX,891014
TROX,1530804
VIAV,912093
KRP,1657788
EE,1888447
ATMU,1921963
MRVI,1823239
PLUS,1022408
SBCF,730708
BORR,1715497
NUV,812801
DRH,1298946
VGR,59440
VCEL,887359
GOGL,1029145
FLNG,1772253
ANDE,821026
ODP,800240
IVT,1307748
CLBK,1723596
GPRE,1309402
RC,1527590
MCY,64996
SCL,94049
LVWR,1898795
ENVX,1828318
CMPR,1262976
SPNT,1576018
OUT,1579877
NMRA,1885522
WRBY,1504776
ACLX,1786205
CPK,19745
BKU,1504008
PATK,76605
NATL,1974138
CRTO,1576427
BNRE,1837429
PRIM,1361538
RCKT,1281895
ODD,1907085
HLX,866829
NXGN,708818
PBAJ,745543
IHS,1876183
SVMB,1647822
SKYW,793733
NTCT,1078075
USA,799195
B,9984
SIX,701374
AILIH,18654
AG,1308648
AMBP,1845097
MXL,1288469
VCSA,1874944
CSGS,1005757
IRS,933267
FRME,712534
BEAM,1745999
VRNOF,1848416
PEB,1474098
HNI,48287
WAFD,936528
SAH,1043509
VRE,924901
IDYA,1676725
NVEE,1532961
VCYT,1384101
VVX,1601548
CAKE,887596
EPAC,6955
TNK,1419945
ATEC,1350653
TGLS,1534675
AMRC,1488139
COHU,21535
PRK,805676
GVA,861459
PRO,1392972
MIR,1809987
NVCR,1645113
RLJ,1511337
DFIN,1669811
HBI,1359841
NXRT,1620393
BIGZ,1836057
SFL,1289877
AGM,845877
CWK,1628369
PLAY,1525769
AHL-PC,1267395
SHCO,1846510
LTGHY,1569963
BCAT,1809541
HBM,1322422
KAR,1395942
EDN,1395213
CBRL,1067294
CRESY,1034957
LAZR,1758057
GSBD,1572694
SWI,1739942
AMEH,1083446
IBTX,1564618
ENLT,1922641
UPWK,1627475
TH,1712189
AFYA,1771007
ROIC,1407623
IMKTA,50493
CLM,814083
ECAT,1864843
LILA,1712184
UPBD,933036
MRTN,799167
COCO,1482981
OCSL,1414932
MSGE,1952073
GCMG,1819796
BMEZ,1785971
HEES,1339605
ACHR,1824502
OPEN,1801169
EVT,1253327
ACDC,1881487
NGVT,1653477
CMTG,1666291
EQX,1756607
GAB,794685
IRWD,1446847
MDRX,1124804
BFH,1101215
NBTB,790359
GOF,1380936
JKS,1481513
VSCO,1856437
EAT,703351
AKR,899629
WINA,908315
PI,1114995
MNTK,1826600
GOGO,1537054
JBLU,1158463
SWTX,1773427
PTVE,1527508
VECO,103145
SONO,1314727
UDMY,1607939
TLRY,1731348
RUM,1830081
CXW,1070985
SPNS,885740
JBI,1839839
MBC,1941365
SAND,1434614
AVPT,1777921
TY,99614
GEL,1022321
VSTO,1616318
OXM,75288
WSBC,203596
HLF,1180262
JBGS,1689796
PRCT,1588978
TMDX,1756262
LNN,836157
ENVA,1529864
CLBT,1854587
XPEL,1767258
TFIN,1539638
MLNK,1834494
ALHC,1832466
MOMO,1610601
ATSG,894081
LUMN,18926
CNXN,1050377
CRSR,1743759
BTT,1528437
CTOS,1709682
AAT,1500217
NAC,1074952
DNN,1063259
GSG,1332174
CSIQ,1375877
OFG,1030469
TNC,97134
NWN,1733998
BANR,946673
DSGR,703604
ECX,1861974
ETV,1322436
CPRX,1369568
RVT,804116
TV,912892
FINV,1691445
FBK,1649749
HIMS,1773751
PNT,1811764
ATUS,1702780
ARI,1467760
GTY,1052752
HE,354707
BDJ,1332283
NISUY,110095
ADUS,1468328
RNST,715072
DCBO,1829959
SUPN,1356576
ERO,1853860
SMMT,1599298
XHR,1616000
BRP,1781755
SSII,1676163
DO,949039
KGS,1767042
NWBI,1471265
HLMN,1822492
PCRX,1396814
ALGT,1362468
SABR,1597033
DAC,1369241
CHCO,726854
IE,1879016
USPH,885978
LTC,887905
RYTM,1649904
HSAI,1861737
PRG,1808834
ABCL,1703057
NTB,1653242
JACK,807882
VRNT,1166388
RXRX,1601830
SSTK,1549346
HMN,850141
MYGN,899923
GBX,923120
CODI,1345126
BXMX,1298699
CLMT,1340122
CVAC,1809122
TARO,906338
UUUU,1385849
NMRK,1690680
RQI,1157842
NMFC,1496099
LPG,1596993
EFSC,1025835
TNDM,1438133
TRMK,36146
PHIN,1968915
LZB,57131
GOOS,1690511
CNNE,1704720
IESC,1048268
PERI,1338940
VRTS,883237
HOLI,1357450
NG,1173420
TTMI,1116942
KN,1587523
GIC,945114
PLMR,1761312
EYE,1710155
MRUS,1651311
AMPL,1866692
SEMR,1831840
ROVR,1826018
NAPA,1835256
SG,1477815
PUMP,1680247
FCF,712537
WKC,789460
GENI,1834489
PDO,1798618
WABC,311094
FDP,1047340
JPS,1176433
CCF,830524
STEW,102426
PLAB,810136
IBRX,1326110
CTS,26058
AMRX,1723128
SPHR,1795250
SCS,1050825
ELME,104894
SVC,945394
LOB,1462120
TWKS,1866550
HRMY,1802665
DNOW,1599617
AVID,896841
HYT,1222401
UFPT,914156
VEON,1468091
ARHS,1875444
LKFN,721994
ZNTL,1725160
HWKN,46250
AGRO,1499505
ANIP,1023024
SATS,1415404
GES,912463
HTLF,920112
MRRTY,1496919
KC,1795589
IAG,1203464
LADR,1577670
RCUS,1724521
PRDO,1046568
AGIO,1439222
RILY,1464790
CLDX,744218
FOR,1406587
SAGE,1597553
STER,1645070
GIII,821002
NEXT,1612720
SCHL,866729
HTLD,799233
SEAT,1856031
OEC,1609804
STEL,1473844
HLIT,851310
MCRI,907242
MSEX,66004
BBUC,1871130
AMLX,1658551
TGTX,1001316
JBSS,880117
DMLP,1172358
VTLE,1528129
AZZ,8947
BSTZ,1768666
VIR,1706431
OMI,75252
ALEX,1545654
USLM,82020
MBIN,1629019
RYZB,1825367
KFRC,930420
CHPT,1777393
JMKJ,1624140
MAG,1230992
ACMR,1680062
HHRS,1946425
CASH,907471
MIRM,1759425
KYN,1293613
AMWD,794619
ETG,1270523
SHEN,354963
SYBT,835324
MNKD,899460
CGAU,1854640
BFS,907254
TBLA,1840502
OSCR,1568651
PDFS,1120914
EXTO,1957146
LIFX,1581760
MATW,63296
LMAT,1158895
GEO,923796
UVV,102037
SAFE,1095651
NBR,1163739
XNCR,1326732
WALD,1840199
CLB,1958086
ORLA,1680056
UCTT,1275014
SAFT,1172052
MPLN,1793229
MSC,1713334
CMRE,1503584
BCRX,882796
FBNC,811589
KNSA,1730430
CARS,1683606
LAC,1966983
AUPH,1600620
STC,94344
STGW,876883
NBHC,1475841
ZUO,1423774
ECVT,1708035
SRCE,34782
SPH,1005210
OLPX,1868726
VKTX,1607678
PX,1841968
FSCO,1568194
GLP,1323468
ZIP,1617553
DSL,1566388
MMI,1578732
CIM,1409493
SKWD,1519449
NVGS,1581804
BLDP,1453015
USNA,896264
KEN,1611005
NOVA,1772695
OPAL,1842279
ARGO,1091748
BST,1616678
FWRG,1789940
CDRE,1860543
JFR,1276533
BBU,1654795
EQRX,1843762
ERII,1421517
DOLE,1857475
NRC,70487
PLYA,1692412
PFS,1178970
CMP,1227654
SMTC,88941
PGRE,1605607
MD,893949
KALU,811596
BUSE,314489
AHCO,1725255
UNIT,1620280
NKLA,1731289
GRND,1820144
OPK,944809
BLTE,1889109
CUBI,1488813
IRON,1816736
TTEC,1013880
NFJ,1260563
EIG,1379041
ZIM,1654126
QQQX,1608741
VTEX,1793663
FIGS,1846576
EVV,1222922
VZIO,1835591
EH,1759783
DADA,1793862
VRNA,1657312
HAIN,910406
LAAC,1440972
WT,880631
SLRN,1962918
NHC,1047335
FBRT,1562528
OSW,1758488
HOPE,1128361
AMSF,1018979
RVLV,1746618
TCBK,356171
TWO,1465740
CET,18748
MBUU,1590976
SLCA,1524741
IMAX,921582
EWCZ,1856236
GB,1799983
NIC,1174850
SFWL,1863218
OPRA,1737450
SP,1059262
MORF,1679363
MGNI,1595974
UTZ,1739566
SCRM,1893325
JELD,1674335
EVRI,1318568
GAM,40417
NPWR,1845437
WNC,879526
OXLC,1495222
NUS,1021561
COMP,1563190
HIMX,1342338
CVII,1828248
CDE,215466
NVTS,1821769
ECPG,1084961
BCSF,1655050
TRS,842633
IRBT,1159167
GERN,886744
MOR,1340243
STBA,719220
CHGG,1364954
IOVA,1425205
IMOS,1123134
AEHR,1040470
NMZ,1266585
TWST,1581280
AVTA,1068875
PBT,319654
SDA,1936804
RGR,95029
GDEN,1071255
EAI,7323
BBDC,1379785
ASTE,792987
TUYA,1829118
NOAH,1499543
NTST,1798100
PMT,1464423
VTYX,1851194
PRA,1127703
ALX,3499
CAL,14707
CHS,897429
SPLP,1452857
SA,1231346
APOG,6845
RYI,1481582
BBN,1493683
AIV,922864
ARCE,1740594
PTA,1793882
OLO,1431695
DGII,854775
FVRR,1762301
TRUP,1371285
ADEA,1803696
AZUL,1432364
VBTX,1501570
MODN,1118417
LESL,1821806
EMBC,1872789
DAWN,1845337
PAR,708821
CMCO,1005229
LGND,886163
NAT,1000177
UMH,752642
BIOGY,1572957
FSM,1341335
AHH,1569187
MUC,1051004
ETWO,1800347
WTTR,1693256
PEBO,318300
PLYM,1515816
ARKO,1823794
SASR,824410
AVDL,1012477
MFA,1055160
WOOF,1826470
SBOW,351817
ACEL,1698991
RPT,842183
POWL,80420
RXST,1111485
SPWR,867773
EOS,1308335
GSM,1639877
NX,1423221
EB,1475115
SBR,710752
TCNNF,1754195
THR,1489096
ANGI,1705110
KROS,1664710
REVG,1687221
UNFI,1020859
DRQ,1042893
FORTY,1045986
NRP,1171486
UAN,1425292
FPF,1567569
TJBH,1499785
NRGX,1756908
BTZ,1379384
AVNS,1606498
BRDG,1854401
NGMS,1821349
PGY,1883085
ESTA,1688757
ULCC,1670076
SBH,1368458
CSWC,17313
CAPL,1538849
VSEC,102752
RSI,1793659
CHY,1222719
KLG,1959348
ARLO,1736946
PTLO,1871509
AMPS,1828723
TMST,1598428
YALA,1794350
MEI,65270
OBK,1516912
ATEN,1580808
SBSI,705432
HKD,1809691
LNZA,1843724
CLNE,1368265
EAF,931148
MFIC,1278752
PFBC,1492165
RBCAA,921557
QTRX,1503274
DCPH,1654151
INVA,1080014
MRC,1439095
PDS,1013605
PTGX,1377121
ARDX,1437402
REPL,1737953
PLRX,1746473
AXL,1062231
DRD,1023512
KUBR,1081834
EFC,1411342
BHE,863436
APGE,1974640
EVBG,1437352
PACW,1102112
CSR,798359
GRNT,1928446
BY,1702750
BHLB,1108134
PWP,1777835
LEU,1065059
AWF,906013
LMND,1691421
PHR,1412408
TRNS,99302
SNDX,1395937
WKME,1847584
INDI,1841925
NFGC,1840616
GDYN,1743725
SSYS,1517396
GRC,42682
ARVN,1655759
TASK,1829864
ETW,1322435
NRK,1195739
BLX,890541
NAAS,1712178
SXC,1514705
ICPT,1270073
CCRN,1141103
SLRC,1418076
COGT,1622229
QCRH,906465
FBMS,947559
SLP,1023459
BFC,1746109
TTI,844965
KRO,1257640
CHI,1171471
MED,910329
CWH,1669779
MNRO,876427
LPRO,1806201
CII,1278895
ADV,1776661
ASLE,1754170
RLAY,1812364
WEST,1806347
SPTN,877422
ZUUS,1687926
RWT,930236
ENFN,1868912
NBXG,1843181
HSTM,1095565
RVNC,1479290
CIFR,1819989
LZM,1958217
DIN,49754
PHAR,1828316
XMTR,1657573
SCSC,918965
AAC,1829432
VALN,1836564
RNP,1224450
DLX,27996
FLGT,1674930
CHEF,1517175
HUYA,1728190
QDMI,1094032
VTOL,1525221
AOD,1379400
BRKL,1049782
NWBO,1072379
GABC,714395
ICHR,1652535
FNMA,310522
COLL,1267565
SNCY,1743907
WW,105319
YEXT,1614178
PHVS,1830487
SILV,1659520
WLKP,1604665
TIGR,1756699
BCX,1506289
KRNT,1625791
ASIX,1673985
KOP,1315257
TNGX,1819133
TWI,899751
MEG,1643615
CHCT,1631569
OFLX,1317945
DH,1861795
FNA,1531978
NGD,800166
OCFC,1004702
UTL,755001
PCT,1830033
FTCH,1740915
HCSG,731012
SII,1512920
AC,1642122
FUBO,1484769
NSSC,69633
VREX,1681622
NEXA,1713930
BKD,1332349
ADMA,1368514
AGTI,1749704
ALTI,1838615
MQY,890196
KRUS,1772177
BZH,915840
TTGT,1293282
BIGC,1626450
MUI,1232860
INNV,1834376
OSTK,1130713
INFN,1138639
KARO,1828102
BASE,1845022
FMCB,1085913
ETD,896156
MDXG,1376339
KREF,1631596
CLSK,827876
HPP,1482512
XPOF,1802156
EUBG,1171326
CRON,1656472
HQH,805267
GOTU,1768259
EXAI,1865408
DBD,28823
EVGO,1821159
SGH,1616533
TDCX,1803112
VTS,1944558
ARR,1428205
LBAI,846901
AOSL,1387467
NYMT,1273685
MATV,1000623
CLCO,1944057
RGNX,1590877
VLRS,1520504
BRSP,1717547
DCOM,846617
KYMR,1815442
IDT,1005731
ASTL,1860805
SES,1819142
SIBN,1459839
NNDM,1643303
CGBD,1544206
HY,1173514
INBX,1739614
TMP,1005817
DCGO,1822359
CNDT,1677703
GHIX,1894630
NMM,1415921
SMP,93389
CRF,33934
CRAI,1053706
WWW,110471
BDN,790816
RA,1655099
PRME,1894562
OBE,1334388
AKRO,1744659
CRNC,1768267
HRT,1859285
DCO,30305
PLOW,1287213
PLPC,80035
ADPT,1478320
RSKD,1851112
KIND,1846069
BIOX,1769484
RDUS,912603
LXU,60714
DLY,1788399
BV,1734713
BSIG,1748824
RDWR,1094366
JQC,1227476
AMRK,1591588
GHLD,1821160
ALCC,1849056
IIIV,1728688
CBL,910612
THQ,1604522
CTBI,350852
AVO,1802974
SLNO,1484565
PGRU,1873331
CTKB,1831915
SBGI,1971213
PDM,1042776
DBI,1319947
REX,744187
SCVL,895447
NYAX,1901279
HZO,1057060
WDI,1819559
AACT,1853138
CNTA,1847903
SKIN,1818093
SVA,1084201
GGR,1886190
BRY,1705873
ZH,1835724
MYI,883412
GDHG,1928340
BXC,1301787
CINT,1868995
SWBI,1092796
METC,1687187
GDOT,1386278
PRLB,1443669
GSL,1430725
REPX,1001614
CNOB,712771
JPC,1216583
TNP,1166663
ASTS,1780312
LVRO,1945711
MOV,72573
BWMX,1788257
KE,1606757
PUBM,1422930
EIM,1176984
IMTX,1809196
NVAX,1000694
PHK,1219360
KELYA,55135
OLMA,1750284
TK,911971
FMBH,700565
AMAM,1990550
PL,1836833
PSFE,1833835
TSNDF,1778129
THRY,1556739
INN,1497645
BANC,1169770
MTTR,1819394
MALG,1309251
GTN,43196
MAX,1818383
PVNC,1134982
MYE,69488
NXP,883618
BLBD,1589526
RDFN,1382821
ULH,1308208
HCKT,1057379
TCPC,1370755
VSLAX,853180
BGS,1278027
EVLV,1805385
SAVA,1069530
TXO,1559432
EOI,1300391
DBA,1383082
SNPO,1856430
VERV,1840574
CHUY,1524931
ATRI,701288
TMCI,1630627
MODV,1220754
OSBC,357173
HBIA,732417
GNK,1326200
LND,1499849
WTI,1288403
SANA,1770121
FAX,790500
RPAY,1720592
VVR,1059386
HIBB,1017480
PFLT,1504619
PLL,1728205
KURA,1422143
ASPN,1145986
SD,1349436
DDD,910638
BBSI,902791
ATEX,1304492
HDSN,925528
CCAP,1633336
BCYC,1761612
LQDT,1235468
AGX,100591
BRCC,1891101
HTD,1260041
PBI,78814
NR,71829
FFC,1174164
CFFN,1490906
PFC,946647
WRLD,108385
ECC,1604174
PCOK,1452936
KIDS,1425450
GGN,1313510
DX,826675
AMTB,1734342
IMXI,1683695
PAXS,1886878
TRIN,1786108
TIPT,1393726
NVRO,1444380
BOE,1320375
LC,1409970
MTAL,1950246
HBT,775215
TGI,1021162
MERC,1333274
CLW,1441236
ASC,1577437
GSBC,854560
QNST,1117297
WOW,1701051
GPRK,1464591
PETQ,1668673
IGR,1268884
BROG,1774983
EVOH,1700844
BJRI,1013488
TSAT,1845840
SPCE,1706946
GMRE,1533615
MEGI,1855066
NOA,1368519
TYRA,1863127
DMRC,1438231
HFWA,1046025
CENX,949157
PRTC,1782999
NDMO,1793129
PRAA,1185348
PEO,216851
LWLG,1325964
WVE,1631574
TRDA,1689375
CVLG,928658
IIIN,764401
TVTX,1438533
DWAC,1849635
MLAB,724004
NIE,1383441
SRRK,1727196
VINP,1826286
SAGA,1855351
NGL,1504461
AVOI,1342936
PCN,1160990
UNTC,798949
OABI,1846253
FCBC,859070
AORT,784199
ZEUS,917470
ELVN,1672619
EDIT,1650664
AIO,1778114
HLVX,1888012
CCO,1334978
CION,1534254
APLD,1144879
EGBN,1050441
VMO,884152
CRLBF,1832928
MUJ,1053988
CECO,3197
EBF,33002
JRVR,1620459
DXPE,1020710
NRDY,1819404
GNE,1528356
ETNB,1785173
MHD,1034665
ADTN,926282
ARCT,1768224
ACCD,1481646
TITN,1409171
FCEL,886128
EFXT,1904856
ATNI,879585
NRDS,1625278
HAYN,858655
PHAT,1783183
YSG,1819580
UHT,798783
KAMN,54381
CYRX,1124524
CCB,1437958
AMCX,1514991
FPI,1591670
AMBC,874501
TILE,715787
BVH,315858
BIT,1562818
STEM,1758766
VMEO,1837686
COMM,1517228
IGIC,1794338
HYBT,1086303
PFN,1296250
ITRN,1337117
DAO,1781753
NESR,1698514
NPK,80172
FRPH,844059
BME,1314966
GLDD,1372020
CASS,708781
UFCS,101199
BELFA,729580
HLLY,1822928
JOUT,788329
YORW,108985
APPS,317788
GAMB,1839799
SUPV,1517399
MTWO,1753373
HOUS,1398987
SSP,832428
FC,886206
CABA,1759138
ETJ,1395325
HROW,1360214
GNLX,1231457
WIW,1267902
HCI,1400810
CFB,1458412
LAND,1495240
VVI,884219
NAMS,1936258
SLI,1537137
HUT,1731805
RUPRF,1010000
SCWX,1468666
UVSP,102212
FINR,1623590
MGIC,876779
FORR,1023313
MBWM,1042729
BHK,1160864
NVRI,45876
MCBS,1747068
ISPR,1948455
TBPH,1583107
ATRO,8063
ACRE,1529377
NMCO,1774342
IRMD,1325618
HTBK,1053352
BGY,1393299
EU,1500881
MCS,62234
RWAY,1653384
IFN,917100
VRDN,1590750
DBO,1383058
HNRG,788965
GOOD,1234006
OIS,1121484
LDP,1548717
SMRT,1837014
PIII,1832511
NN,1865631
FREY,1844224
DIAX,1608742
RICK,935419
DENN,852772
PRM,1880319
BTO,925683
IIM,885601
BGB,1546429
EGY,894627
CLDT,1476045
HT,1063344
EMD,1227862
AMAL,1823608
PKST,1600626
ZYME,1937653
CNSL,1304421
GBLI,1494904
CCBG,726601
WEAV,1609151
HFRO,1710680
ARIS,1865187
FTHY,1810523
HCVI,1842937
NKX,1195738
PML,1170299
ALLO,1737287
DHC,1075415
ACCO,712034
FLWS,1084869
AUTL,1730463
ANAB,1370053
ICG,1895597
WSR,1175535
CGC,1737927
CCD,1602584
CDLX,1666071
CWCO,928340
CTLP,896429
CALT,1795579
PXPC,1785493
CMPO,1823144
CEM,1488775
DSU,1051003
TRST,357301
DGICA,800457
SNBR,827187
FDUS,1513363
MPX,1129155
BFST,1624322
YUMM,1073748
HNOI,1342916
PAHC,1069899
NFYS,1850502
BOC,1494582
TRTL,1847112
PDT,855886
HSII,1066605
SLGC,1837412
GHG,1724755
EOLS,1570562
SRI,1043337
BH-A,1726173
CLOV,1801170
VTRU,1805012
VITL,1579733
DHIL,909108
TBLD,1820378
CVGW,1133470
ALPN,1626199
EXK,1277866
GDEV,1848739
STKL,351834
CDMO,704562
MTW,61986
BLW,1233681
HAFC,1109242
FDMT,1650648
VGM,880892
VKQ,877463
GRVY,1313310
RGP,1084765
SMBC,916907
MSBI,1466026
LEGH,1436208
AERG,879911
MITK,807863
VERA,1831828
TRTX,1630472
EWTX,1710072
BLFS,834365
ALLG,1874474
SVRA,1160308
IAUX,1853962
TARS,1819790
HVT,216085
ALEC,1653087
HONE,1769617
OFIX,884624
EZPW,876523
SOI,1697500
HCAT,1636422
VNET,1508475
GAIN,1321741
STK,1471420
CCG,1965473
INRE,1528985
CATC,711772
CCVI,1828250
BLE,1176194
CRMT,799850
DESP,1703141
SLAM,1838162
GUT,1080720
CPAC,1221029
IQI,885125
BUI,1528988
DYN,1818794
SFIX,1576942
LYTS,763532
ANTX,1880438
URG,1375205
KRNY,1617242
HBNC,706129
DDI,1799567
GUG,1864208
UVE,891166
NXJ,1087786
SENEA,88948
VPG,1487952
TSHA,1806310
PGC,1050743
GHY,1554697
ABVX,1956827
DAKT,915779
SPFI,1163668
FRA,1259708
MLR,924822
VTNR,890447
ODC,74046
CCSI,1866633
EGLE,1322439
CRD-A,25475
ATLC,1464343
EOSS,1651958
AVXL,1314052
GFR,1966287
CPF,701347
SRG,1628063
FANH,1413855
QD,1692705
FNKO,1704711
MYD,879361
DJCO,783412
KRT,1758021
FRGE,1827821
TRC,96869
CEVA,1173489
SGU,1002590
NBB,1478888
LDI,1831631
LQDA,1819576
SRDX,924717
SVM,1340677
GIM,828803
SOUN,1840856
PLM,866028
DDL,1854545
ARTNA,863110
GPRO,1500435
SHYF,743238
LYEL,1806952
EMO,1517518
MMD,1518557
EHAB,1803737
LBC,1475348
THW,1635977
SMWB,1842731
HEPS,1850235
PNNT,1383414
LANV,1922097
FMCC,1026214
AIRS,1870940
LASR,1124796
SHCR,1816233
BBCP,1703956
RAPT,1673772
OSUR,1116463
FMNB,709337
MVST,1760689
BYND,1655210
BMEA,1840439
TROO,1412095
LEV,1834974
BALY,1747079
GCBC,1070524
SNMP,1362705
CAC,750686
CLFD,796505
MAXN,1796898
WASH,737468
VCV,895531
ABL,1814287
NFBK,1493225
WDH,1823986
MYPS,1823878
NETD,1975218
NETI,1587264
RNA,1599901
OLP,712770
BFK,1137393
GLRE,1385613
AMNB,741516
THFF,714562
TELL,61398
CJET,1957413
ASGI,1793855
IMNM,1472012
BWMN,1847590
HPS,1215913
MVF,835948
BOOM,34067
RMT,912147
SNDL,1766600
SMHI,1690334
MMU,886043
TPB,1290677
JPI,1547994
IGD,1285890
FEI,1556336
AMSWA,713425
MOND,1828852
NFNT,1862327
RMR,1644378
VEL,1692376
ME,1804591
SIGA,1010086
HRZN,1487428
APGB,1838337
MVIS,65770
ISD,1534880
NML,1562051
CCNE,736772
BTMD,1819253
XPER,1788999
RSVR,1824403
PTSI,798287
TPC,77543
MCFT,1638290
SB,1434754
MRNS,1267813
ESQ,1531031
SKYH,1823587
HOV,357294
KCGI,1865407
CGEM,1789972
NQP,870780
GHRS,1855129
CMPS,1816590
BBW,1113809
EQBK,1227500
OCS,1953530
SKE,1713748
IBCP,39311
NOTR,1784440
ORTX,1748907
GCI,1579684
GLAD,1143513
ONEW,1772921
STRW,1782430
GRPN,1490281
CNDA,1851959
OPY,791963
VLGEA,103595
EMLD,1889123
TRVG,1683825
CTO,23795
GHI,1059142
ETB,1308927
EVC,1109116
TIHE,1066719
NMAI,1861115
DSX,1318885
ERAS,1761918
MUX,314203
CYH,1108109
SCU,1403256
URGN,1668243
MLYS,1933414
NPFD,1865389
QIWI,1561566
MCB,1476034
NATR,275053
ACTG,934549
BHB,743367
FPH,1574197
COOK,1857853
CRBU,1619856
OSPN,1044777
ALXO,1810182
BGR,1306550
ALRS,903419
GCT,1857816
NCMI,1377630
CSTL,1447362
ACRS,1557746
PLCE,1041859
PUYI,1750264
RRAC,1860879
CHRS,1512762
HPI,1176199
NAUT,1808805
IOCJY,922357
LAW,1625641
EAD,1210123
GATO,1517006
WBX,1866501
REI,1384195
